date,value
2020-09-08,163.79973813144426
2020-09-09,179.57885993998872
2020-09-10,175.05664521552941
2020-09-11,180.9948375556775
2020-09-12,179.7850220730277
2020-09-13,168.09082110152718
2020-09-14,158.23204503451882
2020-09-15,162.68879038395957
2020-09-16,167.00547416210185
2020-09-17,183.38659779154744
2020-09-18,187.0093361313912
2020-09-19,184.53727601913903
2020-09-20,171.74167417700247
2020-09-21,171.91115587339502
2020-09-22,178.3808494197834
2020-09-23,184.79193027649552
2020-09-24,196.29561367756128
2020-09-25,198.04768818932533
2020-09-26,191.97816807836853
2020-09-27,178.3886124816723
2020-09-28,177.2559813650838
2020-09-29,177.41737324236743
2020-09-30,197.42520666879756
2020-10-01,203.66955097773973
2020-10-02,199.33513462625766
2020-10-03,186.25293958417916
2020-10-04,173.16677922697008
2020-10-05,177.23843159604758
2020-10-06,173.9874408059599
2020-10-07,183.61124333274745
2020-10-08,181.15554241208088
2020-10-09,196.29425546291117
2020-10-10,187.11021576951416
2020-10-11,168.78588993870065
2020-10-12,165.65752673085407
2020-10-13,172.08276022174843
2020-10-14,181.09685071960945
2020-10-15,189.68356124773229
2020-10-16,194.08420320078162
2020-10-17,188.16476309115845
2020-10-18,181.2209027173332
2020-10-19,182.85070301135852
2020-10-20,166.53220153721264
2020-10-21,189.09090327528025
2020-10-22,201.98634440775697
2020-10-23,206.216444923748
2020-10-24,197.52444219973052
2020-10-25,181.1151191144282
2020-10-26,185.7345401068667
2020-10-27,195.48033719097873
2020-10-28,188.72589436929564
2020-10-29,210.00945827313592
2020-10-30,206.03843034568942
2020-10-31,200.34333820699115
2020-11-01,184.2582258853401
2020-11-02,180.51276134625837
2020-11-03,190.07624303115347
2020-11-04,194.91768437770128
2020-11-05,
2020-11-06,207.81927709783727
2020-11-07,196.92108921237195
2020-11-08,192.49355226134412
2020-11-09,179.14989644751878
2020-11-10,183.32516771552983
2020-11-11,187.25398733758956
2020-11-12,198.88341524947208
2020-11-13,198.06908894848658
2020-11-14,200.93952032049617
2020-11-15,180.82694300092226
2020-11-16,185.45321826966583
2020-11-17,184.35201834006685
2020-11-18,202.07116995088825
2020-11-19,
2020-11-20,220.10007672322206
2020-11-21,209.60483922735975
2020-11-22,188.99309027243171
2020-11-23,191.16606581723087
2020-11-24,188.88587553461844
2020-11-25,202.2248548136242
2020-11-26,222.18624025675166
2020-11-27,220.30456178552436
2020-11-28,207.04284953252275
2020-11-29,194.72928620448684
2020-11-30,192.9306869759014
2020-12-01,188.2871011627259
2020-12-02,199.55103215821404
2020-12-03,212.92257938562474
2020-12-04,218.50265968545537
2020-12-05,208.35119748232904
2020-12-06,
2020-12-07,188.36430603825997
2020-12-08,188.98123096743973
2020-12-09,199.7460734178502
2020-12-10,215.05278721001082
2020-12-11,199.14234205839873
2020-12-12,200.44235251499242
2020-12-13,196.6275562543396
2020-12-14,180.20044522563717
2020-12-15,198.94538982753545
2020-12-16,204.10494095823938
2020-12-17,217.32470552701952
2020-12-18,214.0819075131024
2020-12-19,216.06800763268214
2020-12-20,208.4560202903177
2020-12-21,199.23217244773699
2020-12-22,202.87247948496275
2020-12-23,213.57423921528962
2020-12-24,218.21569714410586
2020-12-25,224.8003019614131
2020-12-26,218.71466889887833
2020-12-27,211.15067862818873
2020-12-28,207.65343948535306
2020-12-29,199.35237609756828
2020-12-30,212.86342269708103
2020-12-31,229.56369161813706
2021-01-01,219.9104837382936
2021-01-02,212.09846541218877
2021-01-03,205.85444703946283
2021-01-04,201.6461326490176
2021-01-05,198.95334797690856
2021-01-06,214.2089666824528
2021-01-07,220.6915449843193
2021-01-08,222.6074136625962
2021-01-09,214.5895047791471
2021-01-10,213.21361551953814
2021-01-11,194.48887777200238
2021-01-12,188.5025966508116
2021-01-13,216.85138036765215
2021-01-14,217.06365940269401
2021-01-15,223.52425145361133
2021-01-16,224.48672249287736
2021-01-17,201.04214469080148
2021-01-18,197.85776968770543
2021-01-19,199.95445629555022
2021-01-20,214.81879223408347
2021-01-21,231.68517002176404
2021-01-22,235.56515357010448
2021-01-23,228.76097783521777
2021-01-24,210.59093251853804
2021-01-25,200.0435809533618
2021-01-26,214.35266070414457
2021-01-27,221.01712941976902
2021-01-28,234.7284973362537
2021-01-29,237.71992731694525
2021-01-30,227.6948045109072
2021-01-31,219.5459068846204
2021-02-01,209.47258894460094
2021-02-02,212.3404230790858
2021-02-03,214.62253171940048
